,geo_A_id,geo_B_id,task_id,winner_side,winner_ID,loser_ID
839,736,2689,224519,B,2689,736
840,737,1368,209725,A,737,1368
841,738,1744,224500,A,738,1744
842,739,4607,209726,B,4607,739
843,740,2387,224566,B,2387,740
844,741,2375,209727,A,741,2375
845,742,2450,224501,A,742,2450
846,743,4424,224520,B,4424,743
847,744,4150,224541,B,4150,744
848,745,1842,224521,B,1842,745
849,746,3531,224557,A,746,3531
850,560,4096,224522,A,560,4096
851,747,2240,224542,A,747,2240
852,632,3605,224523,B,3605,632
853,748,980,225150,A,748,980
854,749,1467,224524,B,1467,749
855,750,398,224543,B,398,750
856,751,2666,224525,A,751,2666
857,752,2756,224560,B,2756,752
858,753,3598,224526,B,3598,753
859,754,944,224544,A,754,944
860,755,3332,224527,A,755,3332
861,321,218,224567,A,321,218
862,756,4599,224528,A,756,4599
863,757,3627,224546,A,757,3627
864,758,1251,224529,A,758,1251
865,759,1202,224562,B,1202,759
866,760,963,224530,A,760,963
867,761,3658,224850,B,3658,761
868,762,3962,224531,A,762,3962
869,763,4278,224547,A,763,4278
870,764,4087,224568,A,764,4087
871,765,3412,224549,A,765,3412
872,301,110,225126,B,110,301
873,766,1342,224570,B,1342,766
874,626,3994,224550,A,626,3994
875,767,430,224852,A,767,430
876,768,1599,224552,A,768,1599
877,769,541,224572,B,541,769
878,770,3274,225182,B,3274,770
879,374,3232,224553,A,374,3232
880,771,440,224573,A,771,440
881,772,2677,224554,B,2677,772
882,773,2061,224578,A,773,2061
883,774,1512,224556,B,1512,774
884,775,512,224575,A,775,512
885,776,4701,224854,A,776,4701
886,42,469,224559,A,42,469
887,777,1726,224577,A,777,1726
888,778,4739,225127,B,4739,778
889,779,93,224561,B,93,779
890,780,4441,224579,A,780,4441
891,781,273,224589,B,273,781
892,782,689,224563,A,782,689
893,87,1718,224856,B,1718,87
894,783,802,224580,A,783,802
895,784,900,224569,B,900,784
896,785,708,225151,B,708,785
897,545,257,224581,B,257,545
898,786,2983,224593,A,786,2983
899,787,3327,224583,B,3327,787
900,407,2015,224858,B,2015,407
901,788,488,224585,B,488,788
902,789,4045,224571,B,4045,789
903,790,2582,224595,A,790,2582
904,791,1453,224586,A,791,1453
905,792,4796,224574,B,4796,792
906,763,3768,225128,A,763,3768
907,793,3797,224587,A,793,3797
908,794,490,224596,B,490,794
909,795,2362,224576,A,795,2362
910,796,4032,224588,B,4032,796
911,797,1701,224859,B,1701,797
912,798,2042,224582,A,798,2042
913,238,64,224590,A,238,64
914,663,2268,224598,B,2268,663
915,799,1547,225312,A,799,1547
916,800,1789,224591,B,1789,800
917,801,1805,224599,A,801,1805
918,802,1129,224592,A,802,1129
919,803,721,224584,B,721,803
920,804,1910,224861,B,1910,804
921,805,3094,224600,A,805,3094
922,806,3556,224594,A,806,3556
923,807,928,225129,A,807,928
924,808,2453,224603,A,808,2453
925,809,2519,224862,A,809,2519
926,622,262,224605,A,622,262
927,810,4204,225154,A,810,4204
928,811,2367,224606,B,2367,811
929,812,2800,224863,B,2800,812
930,813,1683,224607,A,813,1683
931,413,1720,225130,B,1720,413
932,814,748,224609,A,814,748
933,815,2022,224597,B,2022,815
934,816,3223,224866,A,816,3223
935,53,319,224610,A,53,319
936,817,1879,225183,A,817,1879
937,818,4110,224611,B,4110,818
938,819,4277,224867,B,4277,819
939,820,3324,224612,A,820,3324
940,821,1984,225131,B,1984,821
941,65,49,224615,A,65,49
942,822,4221,224869,B,4221,822
943,823,2292,224618,B,2292,823
944,700,2807,225157,B,2807,700
945,824,2481,224620,B,2481,824
946,825,1158,224870,B,1158,825
947,826,3080,224623,A,826,3080
948,827,3853,224614,B,3853,827
949,828,2079,225132,A,828,2079
950,829,2465,224626,A,829,2465
951,830,4248,224616,A,830,4248
952,831,3879,224872,B,3879,831
953,824,3849,224628,B,3849,824
954,832,4116,224617,A,832,4116
955,833,656,225318,A,833,656
956,834,3507,224624,A,834,3507
957,835,2203,224629,A,835,2203
958,836,1576,224874,B,1576,836
959,837,2716,224631,A,837,2716
960,838,547,225133,A,838,547
961,839,3670,224627,B,3670,839
962,371,3693,224877,A,371,3693
963,840,1604,225184,A,840,1604
964,697,2823,224630,A,697,2823
965,841,3726,224879,B,3726,841
966,746,390,225134,A,746,390
967,842,847,224880,B,847,842
968,843,170,225313,A,843,170
969,424,172,224882,B,172,424
970,844,1717,225137,A,844,1717
971,845,980,224884,A,845,980
972,846,4526,225185,B,4526,846
973,847,3848,224885,B,3848,847
974,848,42,225139,B,42,848
975,849,4005,224887,A,849,4005
976,850,221,225400,B,221,850
977,851,3308,224888,B,3308,851
978,157,4485,225140,A,157,4485
979,360,1211,224889,B,1211,360
980,852,1562,225186,A,852,1562
981,853,709,224891,A,853,709
982,854,2215,225141,B,2215,854
983,855,3492,224893,A,855,3492
984,402,1708,225314,B,1708,402
985,856,2675,224894,B,2675,856
986,857,4257,225142,B,4257,857
987,858,399,224895,B,399,858
988,431,3986,225187,A,431,3986
989,859,1577,224896,B,1577,859
990,860,2793,225143,B,2793,860
991,861,4295,224905,B,4295,861
992,862,1232,225319,B,1232,862
993,863,1834,224907,B,1834,863
994,864,4484,225144,A,864,4484
995,865,1067,224910,A,865,1067
996,866,20,225188,B,20,866
997,592,1697,224913,A,592,1697
998,867,568,225145,B,568,867
999,868,3903,224914,A,868,3903
1000,869,915,225315,A,869,915
1001,870,2794,224915,B,2794,870
1002,871,3800,225146,B,3800,871
1003,872,575,224917,A,872,575
1004,873,2863,225189,B,2863,873
1005,874,4118,224919,A,874,4118
1006,875,1563,225147,B,1563,875
1007,876,3984,224920,B,3984,876
1008,877,650,225412,A,877,650
1009,878,3036,224923,A,878,3036
1010,879,416,225148,B,416,879
1011,880,2497,224925,B,2497,880
1012,251,1138,225190,B,1138,251
1013,647,4165,224926,B,4165,647
1014,774,1650,225149,B,1650,774
1015,881,1647,224928,A,881,1647
1016,882,3268,225316,B,3268,882
1017,182,1789,224929,A,182,1789
1018,883,497,225152,A,883,497
1019,884,2562,224932,B,2562,884
1020,885,1174,225191,A,885,1174
1021,886,2428,224934,B,2428,886
1022,887,1519,225320,A,887,1519
1023,888,2020,224935,B,2020,888
1024,889,874,225192,B,874,889
1025,830,372,224936,B,372,830
1026,890,4018,225153,A,890,4018
1027,891,893,224937,A,891,893
1028,892,1179,225317,A,892,1179
1029,893,833,224938,B,833,893
1030,894,1365,225155,B,1365,894
1031,259,2898,224940,B,2898,259
1032,601,3220,225193,A,601,3220
1033,21,2276,224941,B,2276,21
1034,531,4383,225401,B,4383,531
1035,895,2408,224943,A,895,2408
1036,896,4387,225156,B,4387,896
1037,897,2369,224945,A,897,2369
1038,82,933,225194,B,933,82
1039,898,275,224946,B,275,898
1040,899,3570,225321,B,3570,899
1041,900,1536,224947,A,900,1536
1042,901,507,225195,B,507,901
1043,902,487,224948,B,487,902
1044,903,2716,225430,A,903,2716
1045,904,4447,224949,A,904,4447
1046,905,3840,225196,B,3840,905
1047,906,3800,224950,A,906,3800
1048,907,865,225322,B,865,907
1049,908,1097,224951,B,1097,908
1050,909,335,225197,A,909,335
1051,910,1298,225402,A,910,1298
1052,530,614,225198,B,614,530
1053,689,1428,225323,A,689,1428
1054,911,2577,225199,A,911,2577
1055,912,1906,225413,A,912,1906
1056,149,3619,225200,A,149,3619
1057,311,312,225324,A,311,312
1058,913,1764,225201,B,1764,913
1059,914,1748,225403,A,914,1748
1060,132,384,225202,B,384,132
1061,915,4321,225325,B,4321,915
1062,916,860,225203,A,916,860
1063,917,2984,225520,B,2984,917
1064,346,2489,225204,B,2489,346
1065,918,732,225326,A,918,732
1066,919,904,225205,B,904,919
1067,920,820,225404,A,920,820
1068,921,1294,225206,B,1294,921
1069,922,3418,225327,B,3418,922
1070,544,2987,225207,A,544,2987
1071,674,4782,225414,A,674,4782
1072,923,1649,225208,B,1649,923
1073,924,2615,225328,B,2615,924
1074,925,2192,225209,B,2192,925
1075,926,648,225405,B,648,926
1076,927,2102,225210,B,2102,927
1077,37,1128,225329,A,37,1128
1078,784,528,225211,B,528,784
1079,928,2315,225431,B,2315,928
1080,929,1871,225330,B,1871,929
1081,930,2779,225406,A,930,2779
1082,931,1757,225331,B,1757,931
1083,932,3239,225415,A,932,3239
1084,933,1196,225332,A,933,1196
1085,934,1776,225407,A,934,1776
1086,935,2230,225333,B,2230,935
1087,936,3698,226467,A,936,3698
1088,937,754,225334,A,937,754
1089,938,4530,225408,B,4530,938
1090,939,4161,225335,A,939,4161
1091,107,1626,225416,B,1626,107
1092,147,1033,225336,A,147,1033
1093,940,2442,225409,B,2442,940
1094,243,2770,225337,A,243,2770
1095,162,3096,225432,A,162,3096
1096,941,2028,225338,A,941,2028
1097,942,1054,225410,A,942,1054
1098,943,4007,225339,A,943,4007
1099,944,3268,225417,B,3268,944
1100,945,1505,225340,B,1505,945
1101,946,4245,225411,B,4245,946
1102,947,1546,225341,B,1546,947
1103,948,1923,225521,B,1923,948
1104,431,3363,225342,A,431,3363
1105,949,2711,225418,A,949,2711
1106,950,2486,225343,A,950,2486
1107,951,2715,225433,B,2715,951
1108,952,3644,225344,B,3644,952
1109,953,3845,225419,A,953,3845
1110,133,3327,225345,A,133,3327
1111,954,4531,226851,B,4531,954
1112,955,1799,225346,B,1799,955
1113,956,691,225420,A,956,691
1114,957,240,225347,A,957,240
1115,893,1370,225434,B,1370,893
1116,958,3286,225348,B,3286,958
1117,959,4502,225421,A,959,4502
1118,960,2179,225349,B,2179,960
1119,961,4113,225522,A,961,4113
1120,962,3753,225350,B,3753,962
1121,963,418,225422,B,418,963
1122,964,2216,225351,A,964,2216
1123,965,431,225435,B,431,965
1124,626,2743,225352,A,626,2743
1125,798,1157,225423,B,1157,798
1126,966,1480,225353,A,966,1480
1127,967,891,226469,B,891,967
1128,968,2294,225354,B,2294,968
1129,49,3200,225424,B,3200,49
1130,969,2785,225355,A,969,2785
1131,970,78,225436,B,78,970
1132,971,4518,225356,B,4518,971
1133,594,3684,225425,B,3684,594
1134,972,3523,225357,B,3523,972
1135,553,1126,225523,B,1126,553
1136,973,761,225358,A,973,761
1137,974,3909,225426,A,974,3909
1138,975,1265,225359,A,975,1265
1139,976,584,225437,A,976,584
1140,977,3450,225360,A,977,3450
1141,978,3578,225427,B,3578,978
1142,979,860,225361,A,979,860
1143,980,693,227979,B,693,980
1144,981,1013,225362,B,1013,981
1145,982,3275,225428,A,982,3275
1146,983,4416,225363,B,4416,983
1147,378,4615,225438,B,4615,378
1148,984,4632,225364,B,4632,984
1149,985,1615,225429,A,985,1615
1150,986,1305,225365,A,986,1305
1151,987,894,225524,B,894,987
1152,988,2262,225366,B,2262,988
1153,989,1432,225439,B,1432,989
1154,990,1780,225367,A,990,1780
1155,991,3067,226471,B,3067,991
1156,992,3225,225368,A,992,3225
1157,993,4560,225440,A,993,4560
1158,994,4230,225369,B,4230,994
1159,995,1559,225525,B,1559,995
1160,996,4545,225370,A,996,4545
1161,997,2516,225441,A,997,2516
1162,998,590,225371,A,998,590
1163,999,3712,226852,A,999,3712
1164,1000,1326,225442,B,1326,1000
1165,1001,239,225526,B,239,1001
1166,1002,1699,225443,A,1002,1699
1167,1003,57,226475,B,57,1003
1168,1004,629,225444,A,1004,629
1169,409,118,225527,B,118,409
1170,1005,4452,225445,B,4452,1005
1171,1006,1811,226855,A,1006,1811
1172,625,634,225446,B,634,625
1173,1007,3466,225528,B,3466,1007
1174,1008,1201,225447,B,1201,1008
1175,1009,4214,226480,A,1009,4214
1176,1010,4731,225448,A,1010,4731
1177,539,3525,225529,B,3525,539
1178,1011,4326,225449,A,1011,4326
1179,1012,836,226853,A,1012,836
1180,1013,2059,225450,B,2059,1013
1181,495,2941,225530,A,495,2941
1182,1014,2618,225451,A,1014,2618
1183,1015,515,226483,B,515,1015
1184,1016,617,225452,B,617,1016
1185,1017,4574,225531,A,1017,4574
1186,1018,3346,225453,A,1018,3346
1187,1019,1793,228004,A,1019,1793
1188,205,4743,225454,B,4743,205
1189,1020,2483,225532,B,2483,1020
1190,1021,2965,225455,A,1021,2965
1191,458,352,226484,B,352,458
1192,571,4146,225456,A,571,4146
1193,1022,3610,225533,A,1022,3610
1194,1023,808,225457,B,808,1023
1195,1024,231,226854,B,231,1024
1196,1025,3454,225458,B,3454,1025
1197,1026,3815,225534,A,1026,3815
1198,1027,1100,225459,B,1100,1027
1199,1028,4770,226486,A,1028,4770
1200,1029,3092,225535,B,3092,1029
1201,1030,4758,226857,A,1030,4758
1202,479,3473,225536,B,3473,479
1203,1031,4235,226487,A,1031,4235
1204,1032,487,225537,A,1032,487
1205,1033,1277,226856,B,1277,1033
1206,671,1579,225538,A,671,1579
1207,542,3964,226488,B,3964,542
1208,30,664,225539,A,30,664
1209,128,4753,227987,B,4753,128
1210,1034,2977,225540,B,2977,1034
1211,164,4315,226489,A,164,4315
1212,1035,702,225541,B,702,1035
1213,961,3888,226859,A,961,3888
1214,1036,2383,225542,A,1036,2383
1215,1037,2145,226490,A,1037,2145
1216,1038,4008,225543,A,1038,4008
1217,1039,2576,226858,B,2576,1039
1218,1040,348,225544,B,348,1040
1219,511,1940,226491,A,511,1940
1220,1041,3334,225545,A,1041,3334
1221,1042,2703,227995,B,2703,1042
1222,1043,2018,225546,A,1043,2018
1223,915,2778,226492,B,2778,915
1224,1044,3528,225547,B,3528,1044
1225,1045,3182,226860,A,1045,3182
1226,1046,1018,225548,A,1046,1018
1227,1047,4535,226493,B,4535,1047
1228,1048,341,225549,A,1048,341
1229,1049,986,226861,B,986,1049
1230,1050,190,226494,A,1050,190
1231,589,962,226863,A,589,962
1232,748,34,226495,A,748,34
1233,1051,2679,227997,A,1051,2679
1234,1052,1687,226496,A,1052,1687
1235,631,4329,228003,A,631,4329
1236,1053,3705,226497,B,3705,1053
1237,1054,3304,226862,A,1054,3304
1238,574,2727,226498,B,2727,574
1239,1055,2030,226865,B,2030,1055
1240,1056,4120,226499,B,4120,1056
1241,1057,504,226864,B,504,1057
1242,1058,4415,226500,B,4415,1058
1243,1059,4569,228142,A,1059,4569
1244,1060,1923,226501,B,1923,1060
1245,1061,2850,226867,A,1061,2850
1246,1062,1728,226502,B,1728,1062
1247,1063,4598,226866,A,1063,4598
1248,1064,3473,226503,B,3473,1064
1249,1065,1110,227998,A,1065,1110
1250,605,4416,226504,B,4416,605
1251,1066,4345,226868,A,1066,4345
1252,1067,3793,226505,A,1067,3793
1253,180,659,226870,A,180,659
1254,184,2976,226506,B,2976,184
1255,1068,1149,226869,B,1149,1068
1256,1069,2666,226507,A,1069,2666
1257,1070,3835,228021,A,1070,3835
1258,1071,366,226508,A,1071,366
1259,1072,4741,226871,B,4741,1072
1260,1073,29,228001,A,1073,29
1261,1074,199,226874,A,1074,199
1262,386,2939,226872,B,2939,386
1263,1075,742,228006,B,742,1075
1264,1076,1985,226873,B,1985,1076
1265,1077,274,228007,A,1077,274
1266,765,4350,226875,B,4350,765
1267,402,2992,228014,B,2992,402
1268,356,2516,226876,A,356,2516
1269,261,3742,226877,B,3742,261
1270,1078,3853,226878,B,3853,1078
1271,1079,823,228009,B,823,1079
1272,1080,2479,226879,B,2479,1080
1273,1081,3356,226880,A,1081,3356
1274,1082,1305,228177,A,1082,1305
1275,1083,3110,226881,A,1083,3110
1276,1084,1595,228024,A,1084,1595
1277,1085,2014,228011,B,2014,1085
1278,1086,4669,226882,A,1086,4669
1279,1087,2943,228016,B,2943,1087
1280,1088,4693,226883,A,1088,4693
1281,1089,649,228015,A,1089,649
1282,1090,2008,226884,B,2008,1090
1283,247,3491,228031,A,247,3491
1284,1091,3427,226885,A,1091,3427
1285,1092,4102,228023,B,4102,1092
1286,1093,2739,226886,A,1093,2739
1287,424,3686,228017,A,424,3686
1288,1094,1529,226887,A,1094,1529
1289,1095,626,228036,B,626,1095
1290,59,2669,226888,B,2669,59
1291,1096,2979,228035,A,1096,2979
1292,515,3700,226889,B,3700,515
1293,1097,142,228020,B,142,1097
1294,1098,3307,226890,A,1098,3307
1295,144,3217,228222,A,144,3217
1296,1099,2661,226891,B,2661,1099
1297,1100,3204,228022,B,3204,1100
1298,1101,3445,226892,A,1101,3445
1299,1102,2942,228030,A,1102,2942
1300,1103,3333,226893,A,1103,3333
1301,1104,2572,228040,B,2572,1104
1302,50,4591,226894,A,50,4591
1303,30,2145,228028,A,30,2145
1304,1105,2047,226895,A,1105,2047
1305,1106,4649,228033,A,1106,4649
1306,1107,3759,226896,A,1107,3759
1307,1108,195,228044,B,195,1108
1308,257,367,226897,A,257,367
1309,1109,1027,228056,A,1109,1027
1310,405,811,226898,A,405,811
1311,1110,4692,228032,A,1110,4692
1312,1111,3775,226899,B,3775,1111
1313,1112,2283,228041,B,2283,1112
1314,1113,2910,226900,A,1113,2910
1315,1114,2781,228063,B,2781,1114
1316,1115,2131,226901,B,2131,1115
1317,213,2962,228070,B,2962,213
1318,1116,2508,226902,A,1116,2508
1319,1117,4080,228042,B,4080,1117
1320,1118,1740,226903,A,1118,1740
1321,1119,1934,228055,A,1119,1934
1322,1120,301,226904,B,301,1120
1323,1121,1234,228053,B,1234,1121
1324,1122,1489,226905,A,1122,1489
1325,816,13,228103,B,13,816
1326,908,1661,226906,A,908,1661
1327,1123,602,228067,A,1123,602
1328,1124,3134,226907,B,3134,1124
1329,1125,3352,228180,B,3352,1125
1330,1126,4407,226908,A,1126,4407
1331,1127,3541,228058,A,1127,3541
1332,1128,1690,226909,B,1690,1128
1333,1129,4418,228045,B,4418,1129
1334,1130,3392,226911,B,3392,1130
1335,1131,3979,228086,B,3979,1131
1336,64,4319,228076,A,64,4319
1337,1132,495,228047,B,495,1132
1338,1133,479,228089,A,1133,479
1339,1031,1736,228051,A,1031,1736
1340,1134,1337,228065,B,1337,1134
1341,452,286,228062,B,286,452
1342,1135,1284,228098,A,1135,1284
1343,1136,689,228104,A,1136,689
1344,1137,3506,228072,A,1137,3506
1345,1138,3194,228092,B,3194,1138
1346,1139,1494,228117,A,1139,1494
1347,1140,1756,228068,A,1140,1756
1348,750,1622,228108,B,1622,750
1349,1141,2400,228077,A,1141,2400
1350,1062,100,228228,B,100,1062
1351,1142,1556,228182,A,1142,1556
1352,1143,962,228073,A,1143,962
1353,1144,4318,228084,B,4318,1144
1354,1145,685,228115,B,685,1145
1355,1146,2417,228088,A,1146,2417
1356,1147,1173,228083,A,1147,1173
1357,365,1151,228114,A,365,1151
1358,1148,4064,228120,B,4064,1148
1359,1149,2871,228090,A,1149,2871
1360,1150,495,228087,B,495,1150
1361,1151,1378,228267,B,1378,1151
1362,1152,2295,228135,B,2295,1152
1363,1153,1163,228095,A,1153,1163
1364,1154,1726,228093,A,1154,1726
1365,1155,944,228183,A,1155,944
1366,1078,468,228124,B,468,1078
1367,614,1640,228105,A,614,1640
1368,1156,2575,228127,A,1156,2575
1369,389,2667,228237,A,389,2667
1370,1157,2617,228101,A,1157,2617
1371,1158,18,228187,A,1158,18
1372,928,2223,228133,B,2223,928
1373,418,2939,228116,B,2939,418
1374,995,2641,228244,B,2641,995
1375,1159,4432,228152,A,1159,4432
1376,1160,1700,228137,A,1160,1700
1377,1161,642,228188,A,1161,642
1378,1162,1165,228122,B,1165,1162
1379,570,1828,228150,B,1828,570
1380,1163,2267,228149,B,2267,1163
1381,1164,2928,228370,A,1164,2928
1382,1086,4002,228131,B,4002,1086
1383,178,4210,228192,A,178,4210
1384,1165,3198,228246,B,3198,1165
1385,1166,3477,228199,B,3477,1166
1386,1167,4364,228134,A,1167,4364
1387,1168,443,228249,A,1168,443
1388,1169,2895,228200,A,1169,2895
1389,295,549,228143,A,295,549
1390,1170,4334,228276,B,4334,1170
1391,1171,1053,228202,B,1053,1171
1392,1172,1046,228292,A,1172,1046
1393,1173,4752,228206,B,4752,1173
1394,1174,994,228254,B,994,1174
1395,1175,2820,228208,A,1175,2820
1396,1176,115,228294,A,1176,115
1397,1177,3346,228212,A,1177,3346
1398,224,3420,228257,B,3420,224
1399,1178,3013,228216,A,1178,3013
1400,1179,3689,228386,B,3689,1179
1401,1180,4436,228224,B,4436,1180
1402,1181,1792,228279,B,1792,1181
1403,1182,2183,228379,B,2183,1182
1404,483,341,228227,A,483,341
1405,1183,346,228307,B,346,1183
1406,1184,3233,228230,A,1184,3233
1407,425,1471,228356,A,425,1471
1408,427,1112,228285,B,1112,427
1409,1185,1208,228235,A,1185,1208
1410,1186,1815,228319,A,1186,1815
1411,1187,1559,228253,A,1187,1559
1412,1188,1552,228293,B,1552,1188
1413,1189,1301,228444,B,1301,1189
1414,1190,1036,228342,B,1036,1190
1415,1191,1696,228300,B,1696,1191
1416,1192,4426,228387,B,4426,1192
1417,905,2125,228263,B,2125,905
1418,1193,620,228357,B,620,1193
1419,1194,4724,228304,B,4724,1194
1420,1195,3200,228366,B,3200,1195
1421,1196,2460,228264,B,2460,1196
1422,1197,27,228309,A,1197,27
1423,1198,1678,228270,B,1678,1198
1424,1199,2059,228608,A,1199,2059
1425,1200,2296,228372,A,1200,2296
1426,1201,2112,228283,B,2112,1201
1427,1202,2497,228314,B,2497,1202
1428,384,281,228380,A,384,281
1429,105,2707,228324,A,105,2707
1430,1203,2334,228288,A,1203,2334
1431,1032,1875,228389,B,1875,1032
1432,1204,3695,228451,B,3695,1204
1433,657,2175,228306,B,2175,657
1434,1205,1852,228330,B,1852,1205
1435,78,1143,228378,B,1143,78
1436,1206,655,228335,A,1206,655
1437,1207,1811,228391,B,1811,1207
1438,1208,1834,228343,B,1834,1208
1439,1209,2628,228682,A,1209,2628
1440,1210,86,228313,A,1210,86
1441,1211,4220,228392,A,1211,4220
1442,1212,2975,228349,A,1212,2975
1443,1213,4698,228456,A,1213,4698
1444,1214,1205,228321,B,1205,1214
1445,1215,3791,228355,A,1215,3791
1446,1216,1596,228395,A,1216,1596
1447,1217,913,228362,A,1217,913
1448,1218,1437,228331,A,1218,1437
1449,1219,3909,228882,A,1219,3909
1450,1220,4405,228398,A,1220,4405
1451,1221,82,228459,B,82,1221
1452,1222,3820,228338,B,3820,1222
1453,1223,732,228368,B,732,1223
1454,1224,1387,228400,B,1387,1224
1455,1225,3187,228344,A,1225,3187
1456,230,2692,228719,B,2692,230
1457,62,2788,228377,B,2788,62
1458,1226,2261,228402,B,2261,1226
1459,121,584,228350,A,121,584
1460,1227,1788,228463,A,1227,1788
1461,1228,3507,228405,B,3507,1228
1462,963,2017,229052,B,2017,963
1463,1229,3486,228409,B,3486,1229
1464,293,2444,228466,B,2444,293
1465,375,3407,228412,A,375,3407
1466,1230,733,228828,A,1230,733
1467,1231,1874,228417,A,1231,1874
1468,1232,1348,228470,B,1348,1232
1469,1233,4087,228421,A,1233,4087
1470,1234,482,228885,B,482,1234
1471,1235,2778,228423,B,2778,1235
1472,1236,3033,228472,B,3033,1236
1473,1237,2032,228430,B,2032,1237
1474,1238,2837,229140,A,1238,2837
1475,1239,2016,228433,B,2016,1239
1476,285,1556,228488,A,285,1556
1477,1240,2887,228437,A,1240,2887
1478,837,1583,228887,B,1583,837
1479,1241,4437,228443,A,1241,4437
1480,1242,159,228491,A,1242,159
1481,1243,1937,228450,A,1243,1937
1482,788,1801,229057,A,788,1801
1483,1244,3707,228499,B,3707,1244
1484,1245,3056,228455,A,1245,3056
1485,1190,2172,228889,B,2172,1190
1486,1246,4156,228501,A,1246,4156
1487,1247,264,228458,B,264,1247
1488,1248,3911,229445,A,1248,3911
1489,326,3497,228508,B,3497,326
1490,495,3596,228464,A,495,3596
1491,1249,3735,228898,A,1249,3735
1492,790,3897,228510,A,790,3897
1493,1250,116,229061,B,116,1250
1494,1251,2451,228467,B,2451,1251
1495,1252,4207,228513,A,1252,4207
1496,176,812,228901,A,176,812
1497,1253,4528,228476,B,4528,1253
1498,543,772,228517,B,772,543
1499,1254,4386,229148,B,4386,1254
1500,1255,409,228519,A,1255,409
1501,607,1526,228906,B,1526,607
1502,1256,237,228521,B,237,1256
1503,1257,3034,229063,A,1257,3034
1504,201,2763,228524,A,201,2763
1505,1258,1828,228909,B,1828,1258
1506,1259,4009,228527,B,4009,1259
1507,1260,3819,229524,A,1260,3819
1508,1261,1297,228534,B,1297,1261
1509,1262,15,228919,A,1262,15
1510,1263,4467,228539,B,4467,1263
1511,1264,2864,229067,A,1264,2864
1512,1265,115,228544,A,1265,115
1513,1266,535,228922,A,1266,535
1514,1267,3088,228548,B,3088,1267
1515,1012,1144,229152,B,1144,1012
1516,1139,4017,228552,B,4017,1139
1517,1268,913,228924,A,1268,913
1518,1269,2598,228556,A,1269,2598
1519,1270,410,229073,A,1270,410
1520,1271,4425,228562,B,4425,1271
1521,1272,4776,228934,B,4776,1272
1522,1273,3453,228567,A,1273,3453
1523,1189,1835,229166,B,1835,1189
1524,1274,2240,228573,B,2240,1274
1525,1275,3744,228939,A,1275,3744
1526,1276,536,228576,B,536,1276
1527,1277,1323,229077,B,1323,1277
1528,448,1908,228960,B,1908,448
1529,1278,2751,229157,B,2751,1278
1530,474,3141,228963,B,3141,474
1531,1279,3215,229079,A,1279,3215
1532,532,2873,228972,A,532,2873
1533,1280,4422,229447,A,1280,4422
1534,899,195,228977,B,195,899
1535,1281,3787,229093,A,1281,3787
1536,1282,2304,228981,B,2304,1282
1537,1283,542,229161,B,542,1283
1538,577,30,228984,B,30,577
1539,24,3208,229094,A,24,3208
1540,129,2810,228988,B,2810,129
1541,1284,1979,229171,B,1979,1284
1542,704,4153,228990,A,704,4153
1543,1285,3550,229098,B,3550,1285
1544,1286,4439,228994,A,1286,4439
1545,1287,3679,229163,B,3679,1287
1546,1288,1517,228997,B,1517,1288
1547,959,1645,229104,B,1645,959
1548,1289,1217,229009,B,1217,1289
1549,1290,1745,229485,A,1290,1745
1550,947,2752,229011,B,2752,947
1551,1291,2685,229107,B,2685,1291
1552,1292,3608,229016,B,3608,1292
1553,421,3535,229167,B,3535,421
1554,1293,303,229109,B,303,1293
1555,1294,3326,229184,B,3326,1294
1556,769,2065,229111,A,769,2065
1557,1295,3532,229501,B,3532,1295
1558,1296,3745,229112,A,1296,3745
1559,1297,1208,229187,A,1297,1208
1560,1298,1418,229114,A,1298,1418
1561,221,2397,229600,A,221,2397
1562,1299,4259,229117,B,4259,1299
1563,1300,2401,229198,B,2401,1300
1564,521,2991,229119,B,2991,521
1565,1301,491,229507,A,1301,491
1566,1302,4484,229128,B,4484,1302
1567,1303,1110,229216,B,1110,1303
1568,1304,3766,229131,B,3766,1304
1569,1305,2036,229302,B,2036,1305
1570,1306,2913,229139,B,2913,1306
1571,1307,3507,229220,A,1307,3507
1572,451,3009,229143,B,3009,451
1573,1308,2382,229505,A,1308,2382
1574,143,4496,229226,B,4496,143
1575,1309,4528,229146,B,4528,1309
1576,1310,3036,229528,A,1310,3036
1577,1311,4414,229149,A,1311,4414
1578,1312,4199,229231,B,4199,1312
1579,1313,3793,229306,B,3793,1313
1580,1314,706,229151,A,1314,706
1581,1315,1041,229235,A,1315,1041
1582,1316,4358,229159,A,1316,4358
1583,1317,3932,229808,B,3932,1317
1584,1318,1425,229254,B,1425,1318
1585,1319,3241,229358,A,1319,3241
1586,1320,275,229162,B,275,1320
1587,682,1844,229532,B,1844,682
1588,981,189,229365,B,189,981
1589,1321,3497,229182,A,1321,3497
1590,1322,2494,229614,B,2494,1322
1591,1323,3547,229366,B,3547,1323
1592,1324,1584,229539,A,1324,1584
1593,1325,196,229368,A,1325,196
1594,1326,1153,229826,B,1153,1326
1595,1327,3826,229188,B,3826,1327
1596,1328,3610,229374,B,3610,1328
1597,1329,1060,229549,B,1060,1329
1598,1330,1579,229376,A,1330,1579
1599,72,80,229190,A,72,80
1600,1036,4779,229621,B,4779,1036
1601,1331,4464,229196,A,1331,4464
1602,1332,4371,229377,A,1332,4371
